Id,Label,timeset,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,modularity_class,componentnumber
fakenewsmedia,fakenewsmedia,,24,205,4,0.464052,0.475243,2682.02334,0.362319,100,217,0
uscongress,uscongress,,26,87,5,0.466192,0.476999,448.547487,0.347692,113,217,0
canadian,canadian,,2,11,5,0.459708,0.471244,0,1,1,217,0
bribes,bribes,,10,219,5,0.462711,0.473813,0,1,45,193,0
smokeblunts,smokeblunts,,4,4,5,0.459951,0.471492,0,1,6,325,0
watch,watch,,55,230,5,0.46791,0.4792,47370.363674,0.127946,190,131,0
hate,hate,,17,43,5,0.462157,0.473581,206.893298,0.301471,41,325,0
bejudgemental,bejudgemental,,4,4,5,0.459951,0.471492,0,1,6,325,0
ososocial,ososocial,,1,1,5,0.459687,0.471196,0,0,0,217,0
valueproposition,valueproposition,,5,9,5,0.46101,0.472364,3.95052,0.7,7,217,0
market,market,,35,108,5,0.465421,0.476703,960.442451,0.262185,156,217,0
mark,mark,,111,1644,4,0.470937,0.483271,22293.727904,0.099427,607,217,0
win,win,,50,889,4,0.468458,0.479429,22853.47488,0.186939,229,217,0
giftcard,giftcard,,5,640,5,0.461337,0.472588,0,1,10,217,0
giveaway,giveaway,,40,692,4,0.466673,0.477748,18417.020288,0.211538,165,217,0
rohingya,rohingya,,11,114,5,0.46337,0.474357,329.0225,0.4,22,217,0
myanmar,myanmar,,22,216,5,0.463742,0.474998,13529.515132,0.207792,48,217,0
rakhine,rakhine,,3,64,5,0.459769,0.471324,0,1,3,217,0
jail,jail,,3,3,5,0.46097,0.472268,17.70873,0.666667,2,217,0
wsj,wsj,,5,6,5,0.460216,0.47174,1.613303,0.7,7,217,0
cnbc,cnbc,,16,34,5,0.467448,0.477623,2622.692425,0.525,63,217,0
articles,articles,,5,18,5,0.4623,0.473341,0.603361,0.9,9,217,0
facialrecognition,facialrecognition,,20,92,5,0.466505,0.477031,253.967597,0.563158,107,217,0
creativeindustries,creativeindustries,,3,6,5,0.460521,0.471908,0,1,3,320,0
americaonline,americaonline,,4,4,5,0.460033,0.471548,0,1,6,217,0
lol,lol,,65,435,4,0.468922,0.480277,7027.138787,0.162981,339,217,0
senatehearings,senatehearings,,4,4,5,0.460033,0.471548,0,1,6,217,0
meme,meme,,98,438,5,0.470809,0.482794,35747.201841,0.128761,612,217,0
festivalfriends,festivalfriends,,2,2,5,0.459708,0.471244,0,1,1,7,0
leedsdigi18,leedsdigi18,,2,2,5,0.459708,0.471244,0,1,1,7,0
syrien,syrien,,1,15,5,0.459687,0.471196,0,0,0,217,0
curious,curious,,4,21,5,0.46399,0.474581,0,1,6,217,0
vw,vw,,12,15,5,0.460155,0.471916,18561.374013,0.484848,32,340,0
fox,fox,,11,20,4,0.4637,0.474578,77.571518,0.618182,34,217,0
newsday,newsday,,2,2,5,0.459708,0.471244,0,1,1,217,0
faceblock,faceblock,,19,90,5,0.465567,0.476246,128.668227,0.555556,85,217,0
facebookadvertising,facebookadvertising,,30,112,5,0.4637,0.475254,638.888335,0.250575,109,217,0
facebookads,facebookads,,34,114,5,0.465567,0.476791,1025.807006,0.244207,137,217,0
hiphop,hiphop,,66,655,4,0.466714,0.47862,46855.14803,0.173893,373,1,0
soundcloud,soundcloud,,66,519,4,0.468352,0.479821,15620.24192,0.156177,335,1,0
spotify,spotify,,68,223,4,0.468837,0.480269,18204.940495,0.178227,406,1,0
2late2saysorry,2late2saysorry,,2,2,5,0.459708,0.471244,0,1,1,217,0
brands,brands,,12,19,5,0.461829,0.473197,102.195241,0.30303,20,217,0
annoying,annoying,,6,186,5,0.459789,0.471436,0,1,15,8,0
annoyinggirl,annoyinggirl,,6,186,5,0.459789,0.471436,0,1,15,8,0
facebookgirl,facebookgirl,,6,186,5,0.459789,0.471436,0,1,15,8,0
fbgirl,fbgirl,,6,186,5,0.459789,0.471436,0,1,15,8,0
annoyingfbgirl,annoyingfbgirl,,6,186,5,0.459789,0.471436,0,1,15,8,0
annoyingfacebookgirl,annoyingfacebookgirl,,6,186,5,0.459789,0.471436,0,1,15,8,0
dataprotection,dataprotection,,83,920,4,0.471321,0.482615,30033.481862,0.192477,655,217,0
kogan,kogan,,5,48,5,0.460297,0.471804,0,1,10,217,0
smartphone,smartphone,,22,50,5,0.465483,0.47631,1949.294614,0.376623,87,217,0
iot,iot,,51,118,4,0.469027,0.479909,26560.697715,0.254902,325,217,0
leadership,leadership,,24,43,5,0.465775,0.476606,21025.180863,0.304348,84,217,0
workplace,workplace,,7,14,5,0.460094,0.471708,7.552869,0.666667,14,243,0
cm,cm,,5,10,5,0.45989,0.471484,0,1,10,243,0
communicationinterne,communicationinterne,,5,10,5,0.45989,0.471484,0,1,10,243,0
webmarketing,webmarketing,,9,18,5,0.460338,0.471964,22.860005,0.472222,17,243,0
virtual,virtual,,4,27,5,0.460155,0.47166,5.936012,0.666667,4,131,0
avatar,avatar,,4,26,5,0.459789,0.471372,2.132118,0.5,3,131,0
volkswagen,volkswagen,,8,18,5,0.460419,0.471996,4596.234655,0.428571,12,340,0
block,block,,7,8,5,0.459992,0.471628,3.767857,0.761905,16,325,0
pixel,pixel,,2,3,5,0.459708,0.471244,0,1,1,325,0
cloud,cloud,,16,97,5,0.462341,0.473749,2541.17452,0.483333,58,217,0
hosting,hosting,,2,12,5,0.459748,0.471276,0,1,1,217,0
ahold,ahold,,1,2,5,0.459687,0.471196,0,0,0,217,0
jobs,jobs,,40,241,5,0.465775,0.477111,8687.341941,0.242308,189,243,0
nefollowers,nefollowers,,5,15,5,0.459769,0.471388,1.5,0.7,7,217,0
realestate,realestate,,54,131,5,0.464901,0.476951,34638.889063,0.136268,195,142,0
tallahassee,tallahassee,,3,6,5,0.459931,0.471452,0,1,3,142,0
homesforsale,homesforsale,,3,6,5,0.459931,0.471452,0,1,3,142,0
conservative,conservative,,60,754,4,0.470809,0.481486,46893.358825,0.203955,361,217,0
lethalweapon,lethalweapon,,1,2,5,0.459687,0.471196,0,0,0,217,0
thehammer,thehammer,,2,42,5,0.460929,0.472156,0,1,1,217,0
technology,technology,,155,731,4,0.480234,0.491395,77591.091573,0.111521,1331,217,0
mark_zuckerberg,mark_zuckerberg,,13,27,5,0.462198,0.473533,4540.317091,0.346154,27,217,0
psa,psa,,1,1,5,0.459687,0.471196,0,0,0,217,0
funny,funny,,83,175,4,0.472069,0.483207,26953.733224,0.140464,478,217,0
socialmediamanager,socialmediamanager,,14,119,5,0.463742,0.474733,1690.153823,0.615385,56,217,0
socialmediamarketing,socialmediamarketing,,109,668,5,0.471684,0.483802,39433.855667,0.130479,768,217,0
growthmarketing,growthmarketing,,4,104,5,0.336142,0.342284,0,1,6,217,0
surveillance,surveillance,,52,184,5,0.470214,0.480841,3397.863493,0.267722,355,217,0
trust,trust,,34,54,4,0.465733,0.476891,5668.896023,0.269162,151,217,0
adblockplus,adblockplus,,3,3,5,0.46097,0.472268,0,1,3,217,0
adblocker,adblocker,,3,3,5,0.46097,0.472268,0,1,3,217,0
schule,schule,,1,2,5,0.459687,0.471196,0,0,0,217,0
iphone,iphone,,65,359,5,0.468226,0.479736,19839.054336,0.177579,358,217,0
iphonex,iphonex,,14,33,5,0.463597,0.474621,4133.945532,0.527473,48,217,0
mobiletime,mobiletime,,8,24,5,0.462937,0.473933,0,1,28,217,0
retail,retail,,16,48,5,0.464321,0.475222,170.633808,0.508333,61,217,0
dataprivacy,dataprivacy,,90,490,4,0.472111,0.483503,6369.603564,0.204994,821,217,0
democracy,democracy,,29,81,5,0.466234,0.477119,2613.285527,0.278325,113,217,0
senatecommittee,senatecommittee,,3,5,5,0.459748,0.471308,0,1,3,217,0
information,information,,55,543,5,0.468036,0.479336,1720.621871,0.208081,309,217,0
digitalfootprint,digitalfootprint,,3,3,5,0.460704,0.47206,0,1,3,217,0
gm,gm,,6,6,5,0.462649,0.473637,0,1,15,217,0
postseason,postseason,,6,6,5,0.462649,0.473637,0,1,15,217,0
banks,banks,,8,26,5,0.460827,0.472308,7.136941,0.607143,17,217,0
legion,legion,,8,8,5,0.460033,0.471692,0,1,28,131,0
djkmc,djkmc,,8,8,5,0.460033,0.471692,0,1,28,131,0
kenmore,kenmore,,8,8,5,0.460033,0.471692,0,1,28,131,0
hardcore,hardcore,,8,8,5,0.460033,0.471692,0,1,28,131,0
hardstyle,hardstyle,,8,8,5,0.460033,0.471692,0,1,28,131,0
uptempo,uptempo,,8,8,5,0.460033,0.471692,0,1,28,131,0
wrathofthetitans,wrathofthetitans,,8,8,5,0.460033,0.471692,0,1,28,131,0
zuckerbrg,zuckerbrg,,2,2,5,0.45987,0.471372,0,1,1,340,0
fdw,fdw,,1,1,5,0.459687,0.471196,0,0,0,217,0
opinión,opinión,,4,5,5,0.462341,0.473333,0,1,6,217,0
commerce,commerce,,6,6,5,0.342851,0.351983,248.35796,0.666667,10,217,0
collusion,collusion,,11,19,5,0.464114,0.474934,50.61533,0.618182,34,217,0
obama,obama,,94,1690,4,0.472948,0.484183,22681.495514,0.151682,663,217,0
hrc,hrc,,27,205,4,0.465858,0.476723,2333.782434,0.418803,147,340,0
d474,d474,,2,2,5,0.459708,0.471244,0,1,1,9,0
d474førc3,d474førc3,,2,2,5,0.459708,0.471244,0,1,1,9,0
zuckerberghearings,zuckerberghearings,,14,31,5,0.464279,0.475118,11977.835617,0.483516,44,217,0
startrek,startrek,,54,385,5,0.467343,0.478792,11802.669855,0.219427,314,217,0
zuckerburg,zuckerburg,,129,665,4,0.473658,0.485832,51390.710323,0.110828,915,217,0
zuckhearings,zuckhearings,,25,135,5,0.465421,0.47639,10606.3229,0.446667,134,217,0
ggrmc,ggrmc,,1,1,5,0.459687,0.471196,0,0,0,217,0
championsleague,championsleague,,9,18,5,0.460053,0.47174,17.281025,0.666667,24,223,0
jackma,jackma,,2,2,5,0.460684,0.472012,0,1,1,217,0
internetserviceprovider,internetserviceprovider,,2,2,5,0.460684,0.472012,0,1,1,217,0
bigdata,bigdata,,73,711,4,0.469218,0.480758,20805.827559,0.164384,432,217,0
twitterlockout,twitterlockout,,11,13,5,0.4637,0.474573,29.702108,0.654545,36,217,0
privacymatters,privacymatters,,39,83,4,0.466046,0.477292,3341.45737,0.310391,230,217,0
individualprivacy,individualprivacy,,7,7,5,0.462444,0.473509,0,1,21,217,0
privacyaware,privacyaware,,13,22,5,0.463308,0.474373,38.208834,0.589744,46,217,0
freedomofspeech,freedomofspeech,,33,111,5,0.46661,0.477487,4674.694688,0.24053,127,217,0
beats,beats,,10,22,5,0.461337,0.472764,32.029293,0.6,27,217,0
breakingnews,breakingnews,,64,285,4,0.47269,0.483047,8102.746442,0.259425,523,217,0
capitol,capitol,,15,35,5,0.463246,0.474389,187.653924,0.390476,41,217,0
autism,autism,,5,10,5,0.460094,0.471644,3.109264,0.8,8,142,0
markzuckerburg,markzuckerburg,,128,1240,4,0.474608,0.486561,58864.686347,0.118848,966,217,0
ccot,ccot,,17,94,5,0.464673,0.475518,302.540229,0.5,68,325,0
rednationrising,rednationrising,,15,109,5,0.463721,0.474717,224.7291,0.552381,58,325,0
teaparty,teaparty,,9,72,5,0.459992,0.471692,0,1,36,325,0
sot,sot,,9,72,5,0.459992,0.471692,0,1,36,325,0
sov,sov,,9,72,5,0.459992,0.471692,0,1,36,325,0
tgdn,tgdn,,9,72,5,0.459992,0.471692,0,1,36,325,0
liberty,liberty,,26,107,5,0.464072,0.47535,2963.695921,0.292308,95,325,0
debt,debt,,13,84,5,0.460134,0.471932,28.488235,0.538462,42,325,0
murdered,murdered,,2,2,5,0.459708,0.471244,0,1,1,10,0
burgler,burgler,,2,2,5,0.459708,0.471244,0,1,1,10,0
trillions,trillions,,4,6,5,0.462259,0.473269,36.758705,0.666667,4,217,0
fines,fines,,2,2,5,0.459708,0.471244,0,1,1,217,0
khloekardashian,khloekardashian,,6,16,5,0.460134,0.471708,2626.151607,0.533333,8,41,0
tristanthompson,tristanthompson,,8,17,5,0.45987,0.471564,8.979167,0.5,14,41,0
phonebook,phonebook,,2,16,5,0.459708,0.471244,0,1,1,217,0
boosterseat,boosterseat,,15,65,4,0.466338,0.476691,236.945481,0.552381,58,217,0
thezuck,thezuck,,3,9,5,0.462362,0.473317,0,1,3,217,0
serenity,serenity,,4,12,5,0.460562,0.47198,0,1,6,217,0
observation,observation,,7,24,5,0.460786,0.472252,13.20836,0.619048,13,217,0
expectation,expectation,,4,12,5,0.460562,0.47198,0,1,6,217,0
facebookcambridgeanalytica,facebookcambridgeanalytica,,4,6,5,0.462423,0.473397,0,1,6,217,0
blogs,blogs,,15,63,5,0.462855,0.474093,5655.448131,0.390476,41,262,0
brand,brand,,46,123,5,0.470065,0.480521,29568.450074,0.23285,241,217,0
buyerpersona,buyerpersona,,4,16,6,0.323333,0.327295,0,1,6,262,0
callstoaction,callstoaction,,4,16,6,0.323333,0.327295,0,1,6,262,0
linkedin,linkedin,,134,837,5,0.474392,0.4865,29951.05786,0.105377,925,217,0
robertmueller,robertmueller,,9,45,5,0.463721,0.474565,37.377868,0.611111,22,217,0
codepink,codepink,,2,2,5,0.460684,0.472012,0,1,1,217,0
daca,daca,,1,2,5,0.459687,0.471196,0,0,0,217,0
retro,retro,,2,3,5,0.459748,0.471276,0,1,1,330,0
vintage,vintage,,20,189,5,0.460501,0.472444,10082.762368,0.178947,34,330,0
bbcthebriefing,bbcthebriefing,,2,70,5,0.460684,0.472012,0,1,1,217,0
tolkien,tolkien,,1,1,5,0.459687,0.471196,0,0,0,217,0
terrorism,terrorism,,15,41,5,0.465234,0.475894,10510.994904,0.457143,48,217,0
humanresources,humanresources,,9,15,5,0.461072,0.472508,99.330707,0.638889,23,142,0
zuck,zuck,,69,629,4,0.47049,0.481574,30615.002069,0.213555,501,217,0
advertiser,advertiser,,2,6,5,0.459708,0.471244,0,1,1,217,0
europe,europe,,90,400,4,0.470362,0.482086,42564.50226,0.189479,742,45,0
gerryanderson,gerryanderson,,4,4,5,0.460562,0.47198,0,1,6,11,0
lieutenant,lieutenant,,4,4,5,0.460562,0.47198,0,1,6,11,0
janecastle,janecastle,,4,4,5,0.460562,0.47198,0,1,6,11,0
capitolhil,capitolhil,,2,6,5,0.342107,0.350887,0,1,1,217,0
ussenate,ussenate,,16,37,5,0.463762,0.474822,15266.166097,0.3,36,217,0
research,research,,35,167,5,0.462999,0.47487,657.307354,0.210084,125,243,0
intern,intern,,14,112,5,0.460256,0.47206,26.234616,0.472527,43,243,0
sns,sns,,4,8,5,0.46267,0.473597,0,1,6,217,0
peterthiel,peterthiel,,17,72,5,0.463143,0.474309,5448.42201,0.433333,52,217,0
fascism,fascism,,11,72,5,0.461931,0.473245,38.212376,0.581818,32,217,0
lifestyleresearch,lifestyleresearch,,2,2,5,0.462218,0.473173,0,1,1,217,0
infographic,infographic,,32,133,5,0.465671,0.476807,3049.11547,0.320565,159,217,0
socialmediatips,socialmediatips,,12,48,5,0.463185,0.474253,32.500353,0.636364,42,217,0
socialmediamanagement,socialmediamanagement,,12,50,5,0.461378,0.472876,2912.747052,0.424242,28,217,0
inspire,inspire,,18,30,5,0.463515,0.474685,2989.5505,0.431373,66,217,0
endle,endle,,6,6,5,0.462608,0.473605,0,1,15,217,0
dsgvo,dsgvo,,9,30,5,0.463308,0.474245,46.880045,0.666667,24,217,0
darkweb,darkweb,,2,2,5,0.460053,0.471516,0,1,1,217,0
capitolhill,capitolhill,,28,84,5,0.465983,0.476903,11474.562008,0.320106,121,217,0
automotive,automotive,,5,38,5,0.334415,0.34067,200.086563,0.7,7,12,0
autoretail,autoretail,,4,36,5,0.334404,0.340622,0,1,6,12,0
automarketing,automarketing,,5,38,5,0.334415,0.34067,200.086563,0.7,7,12,0
downsyndrome,downsyndrome,,1,1,5,0.459687,0.471196,0,0,0,217,0
python,python,,1,1,5,0.459687,0.471196,0,0,0,217,0
internet,internet,,154,872,4,0.478557,0.490123,53868.277524,0.113003,1314,217,0
inspiration,inspiration,,43,99,5,0.466652,0.477879,19695.702407,0.212625,192,142,0
quotes,quotes,,26,88,5,0.466422,0.477127,572.313893,0.443077,144,142,0
freethinkers,freethinkers,,2,2,5,0.45983,0.47134,0,1,1,217,0
android,android,,64,333,5,0.470129,0.481113,31451.894893,0.156682,306,217,0
chairman,chairman,,3,10,5,0.462321,0.473285,0,1,3,217,0
amatuer,amatuer,,5,5,5,0.459769,0.471388,0,1,10,142,0
trans,trans,,9,10,5,0.45985,0.47158,8,0.555556,20,142,0
meet,meet,,16,50,4,0.460868,0.472577,39.992421,0.583333,70,142,0
singles,singles,,20,23,5,0.461276,0.473045,169.726904,0.352632,67,143,0
aggregateiq,aggregateiq,,9,13,4,0.461788,0.473049,28.784051,0.722222,26,217,0
screwzuckerberg,screwzuckerberg,,4,12,5,0.460501,0.471932,0,1,6,217,0
ads,ads,,111,576,4,0.473787,0.485384,27338.793711,0.122195,746,217,0
rp,rp,,3,3,5,0.460175,0.471644,0,1,3,217,0
eu,eu,,64,387,4,0.470852,0.481702,18164.24407,0.214286,432,217,0
digitalticksexchange,digitalticksexchange,,5,145,5,0.460053,0.471612,0,1,10,262,0
commodity,commodity,,5,145,5,0.460053,0.471612,0,1,10,262,0
bounty,bounty,,22,202,5,0.461215,0.473061,164.511291,0.281385,65,262,0
dtxtoken,dtxtoken,,5,145,5,0.460053,0.471612,0,1,10,262,0
prevaricating,prevaricating,,2,2,5,0.459708,0.471244,0,1,1,13,0
megalomaniac,megalomaniac,,2,2,5,0.459708,0.471244,0,1,1,13,0
mireilleknoll,mireilleknoll,,1,8,5,0.459687,0.471196,0,0,0,217,0
beawesome,beawesome,,4,5,5,0.459748,0.47134,1,0.666667,4,72,0
racing,racing,,2,2,5,0.459708,0.471244,0,1,1,72,0
tictocnews,tictocnews,,1,13,5,0.459687,0.471196,0,0,0,217,0
km,km,,1,2,5,0.459687,0.471196,0,0,0,217,0
today,today,,19,29,5,0.464052,0.475134,199.700921,0.374269,64,217,0
breach,breach,,24,43,5,0.463969,0.475238,374.135795,0.307971,85,217,0
users,users,,47,140,5,0.465338,0.477063,6567.093466,0.211841,229,217,0
palmerluckey,palmerluckey,,4,48,5,0.46228,0.473285,4973.869045,0.666667,4,340,0
clinton,clinton,,16,112,4,0.464114,0.47505,5666.244705,0.391667,47,340,0
luckey,luckey,,2,46,5,0.317012,0.320795,0,1,1,340,0
faceboost,faceboost,,2,8,5,0.462218,0.473173,0,1,1,217,0
dataentry,dataentry,,1,2,5,0.459687,0.471196,0,0,0,217,0
syria,syria,,179,2712,4,0.477065,0.489931,121747.208495,0.080974,1290,217,0
royalwedding,royalwedding,,4,8,5,0.460419,0.471828,0,1,6,217,0
richardosbornbrooks,richardosbornbrooks,,4,8,5,0.460419,0.471828,0,1,6,217,0
thisisaustralia,thisisaustralia,,4,4,5,0.462259,0.473269,0,1,6,14,0
thisisamerica,thisisamerica,,4,4,5,0.462259,0.473269,0,1,6,14,0
ausmedia,ausmedia,,4,4,5,0.462259,0.473269,0,1,6,14,0
firefox,firefox,,3,8,5,0.459789,0.47134,0.85,0.666667,2,217,0
faceversary,faceversary,,1,1,5,0.459687,0.471196,0,0,0,217,0
psychological,psychological,,1,2,5,0.459687,0.471196,0,0,0,217,0
bcmelb,bcmelb,,1,1,1,1,1,0,0,0,26,2
meetup,meetup,,1,1,1,1,1,0,0,0,26,2
facebookmarketplace,facebookmarketplace,,1,3,5,0.459687,0.471196,0,0,0,217,0
shite,shite,,4,4,5,0.342118,0.350967,0,1,6,131,0
corrupted,corrupted,,4,4,5,0.342118,0.350967,0,1,6,131,0
dishonest,dishonest,,4,4,5,0.342118,0.350967,0,1,6,131,0
citizens,citizens,,9,9,5,0.462362,0.473509,8188.788796,0.472222,17,131,0
thegreatawakening,thegreatawakening,,60,1487,4,0.469345,0.480405,11036.652155,0.258757,458,193,0
qanon8chan,qanon8chan,,22,365,4,0.465525,0.476291,1055.175941,0.558442,129,193,0
newscientist,newscientist,,11,145,5,0.460847,0.47242,21.713589,0.618182,34,217,0
prescientinfo,prescientinfo,,72,905,4,0.468289,0.480037,3655.077014,0.13615,348,217,0
facebookmessengers,facebookmessengers,,2,70,5,0.459708,0.471244,0,1,1,15,0
joy105com,joy105com,,4,73,5,0.460725,0.472108,16.47702,0.666667,4,15,0
scribd,scribd,,6,42,5,0.460094,0.47166,0,1,15,320,0
erotic,erotic,,6,42,5,0.460094,0.47166,0,1,15,320,0
adventure,adventure,,15,52,5,0.460806,0.472508,1207.989726,0.428571,45,320,0
adult,adult,,30,68,5,0.461276,0.473349,8807.143636,0.367816,160,320,0
indieauthor,indieauthor,,11,54,5,0.460195,0.4719,4974.235123,0.4,22,320,0
user,user,,35,53,5,0.466945,0.477863,13532.154551,0.248739,148,217,0
testimony,testimony,,69,631,4,0.470362,0.481502,7591.410724,0.183291,430,217,0
channelsocialmediamarketing,channelsocialmediamarketing,,2,24,5,0.459708,0.471244,0,1,1,217,0
happy,happy,,29,118,5,0.463123,0.474741,573.381738,0.302956,123,142,0
friendly,friendly,,11,32,5,0.460379,0.47206,0,1,55,142,0
open,open,,11,32,5,0.460379,0.47206,0,1,55,142,0
biased,biased,,24,59,5,0.463659,0.474998,3606.72411,0.387681,107,142,0
adman,adman,,11,32,5,0.460379,0.47206,0,1,55,142,0
watchout,watchout,,11,32,5,0.460379,0.47206,0,1,55,142,0
eminem,eminem,,3,3,5,0.460033,0.471524,0,1,3,217,0
framed,framed,,3,3,5,0.460033,0.471524,0,1,3,217,0
australia,australia,,74,408,4,0.467553,0.479509,13678.381265,0.308034,832,45,0
foxnews,foxnews,,38,448,4,0.466735,0.477724,14155.735321,0.274538,193,41,0
freedomodexpression,freedomodexpression,,2,4,5,0.319366,0.323121,0,1,1,41,0
hatespeech,hatespeech,,36,204,5,0.465255,0.47655,6659.328818,0.208403,124,217,0
ma4t,ma4t,,1,88,5,0.459687,0.471196,0,0,0,217,0
law,law,,49,135,4,0.467847,0.478925,11368.349199,0.264456,311,217,0
cloudact,cloudact,,3,4,5,0.31874,0.322425,0,1,1,217,0
hospitalpatientrecords,hospitalpatientrecords,,1,1,5,0.459687,0.471196,0,0,0,217,0
telavivisrael,telavivisrael,,4,4,5,0.459931,0.471476,0,1,6,243,0
product,product,,14,42,5,0.46101,0.472636,46.114112,0.43956,40,243,0
university,university,,26,88,5,0.4654,0.476398,7254.184621,0.24,78,243,0
1a,1a,,39,180,4,0.467973,0.478676,10601.307608,0.28475,211,217,0
informationliteracy,informationliteracy,,2,2,5,0.45989,0.471388,0,1,1,217,0
timeline,timeline,,16,21,5,0.460094,0.471996,42.866288,0.425,51,131,0
trademark,trademark,,5,5,5,0.45983,0.471436,0,1,10,131,0
intellectualproperty,intellectualproperty,,13,29,5,0.462711,0.473893,5245.965725,0.423077,33,217,0
softwarepatents,softwarepatents,,5,5,5,0.45983,0.471436,0,1,10,131,0
businessprocess,businessprocess,,9,10,5,0.460541,0.472124,38.523641,0.555556,20,131,0
mondodrawards18,mondodrawards18,,2,8,5,0.459708,0.471244,0,1,1,16,0
pls2018,pls2018,,2,8,5,0.459708,0.471244,0,1,1,16,0
milf,milf,,17,90,5,0.461542,0.473165,17378.946414,0.463235,63,306,0
dirtibook,dirtibook,,1,74,6,0.315801,0.319788,0,0,0,306,0
cowboy,cowboy,,10,37,5,0.462732,0.473805,0,1,45,1,0
song,song,,20,87,5,0.463638,0.47483,80.506415,0.605263,115,217,0
western,western,,10,37,5,0.462732,0.473805,0,1,45,1,0
cowboysong,cowboysong,,10,37,5,0.462732,0.473805,0,1,45,1,0
westernmusic,westernmusic,,10,37,5,0.462732,0.473805,0,1,45,1,0
trending,trending,,50,192,4,0.472047,0.482126,10027.879337,0.273469,335,217,0
transparency,transparency,,26,62,4,0.464798,0.475939,4371.388176,0.289231,94,217,0
samsung,samsung,,6,10,5,0.460521,0.471996,16.576008,0.4,6,217,0
s8,s8,,2,2,5,0.459708,0.471244,0,1,1,217,0
facebookwouldbebetterif,facebookwouldbebetterif,,21,60,4,0.464694,0.475675,187.782808,0.47619,100,217,0
facelessbrief,facelessbrief,,2,2,5,0.459708,0.471244,0,1,1,217,0
onlinemarketing,onlinemarketing,,45,176,5,0.465817,0.477327,8175.374978,0.245455,243,217,0
ppc,ppc,,23,122,5,0.462793,0.474333,116.437465,0.470356,119,217,0
videomarketing,videomarketing,,23,157,5,0.464424,0.475582,180.460538,0.494071,125,217,0
analytics,analytics,,35,154,5,0.468247,0.478832,2358.845241,0.393277,234,217,0
christopherwylie,christopherwylie,,4,8,5,0.46101,0.472332,0,1,6,217,0
