,time
72225,2018-04-12 13:39:24
72226,2018-04-12 13:39:31
72227,2018-04-12 13:39:32
72228,2018-04-12 13:39:33
72229,2018-04-12 13:39:35
72230,2018-04-12 13:39:39
72231,2018-04-12 13:39:40
72232,2018-04-12 13:39:41
72233,2018-04-12 13:39:42
72234,2018-04-12 13:39:43
72235,2018-04-12 13:39:46
72236,2018-04-12 13:39:48
72237,2018-04-12 13:39:48
72238,2018-04-12 13:39:49
72239,2018-04-12 13:39:50
72240,2018-04-12 13:39:50
72241,2018-04-12 13:39:51
72242,2018-04-12 13:39:51
72243,2018-04-12 13:39:51
72244,2018-04-12 13:39:52
72245,2018-04-12 13:39:54
72246,2018-04-12 13:39:55
72247,2018-04-12 13:39:56
72248,2018-04-12 13:39:58
72249,2018-04-12 13:39:59
72250,2018-04-12 13:40:00
72251,2018-04-12 13:40:03
72252,2018-04-12 13:40:07
72253,2018-04-12 13:40:08
72254,2018-04-12 13:40:10
72255,2018-04-12 13:40:11
72256,2018-04-12 13:40:11
72257,2018-04-12 13:40:13
72258,2018-04-12 13:40:13
72259,2018-04-12 13:40:13
72260,2018-04-12 13:40:13
72261,2018-04-12 13:40:19
72262,2018-04-12 13:40:20
72263,2018-04-12 13:40:21
72264,2018-04-12 13:40:25
72265,2018-04-12 13:40:26
72266,2018-04-12 13:40:27
72267,2018-04-12 13:40:27
72268,2018-04-12 13:40:29
72269,2018-04-12 13:40:29
72270,2018-04-12 13:40:29
72271,2018-04-12 13:40:37
72272,2018-04-12 13:40:38
72273,2018-04-12 13:40:41
72274,2018-04-12 13:40:41
72275,2018-04-12 13:40:42
72276,2018-04-12 13:40:44
72277,2018-04-12 13:40:48
72278,2018-04-12 13:40:53
72279,2018-04-12 13:40:55
72280,2018-04-12 13:40:56
72281,2018-04-12 13:40:59
72282,2018-04-12 13:41:00
72283,2018-04-12 13:41:02
72284,2018-04-12 13:41:03
72285,2018-04-12 13:41:06
72286,2018-04-12 13:41:05
72287,2018-04-12 13:41:07
72288,2018-04-12 13:41:11
72289,2018-04-12 13:41:11
72290,2018-04-12 13:41:11
72291,2018-04-12 13:41:11
72292,2018-04-12 13:41:16
72293,2018-04-12 13:41:18
72294,2018-04-12 13:41:20
72295,2018-04-12 13:41:20
72296,2018-04-12 13:41:20
72297,2018-04-12 13:41:23
72298,2018-04-12 13:41:26
72299,2018-04-12 13:41:26
72300,2018-04-12 13:41:27
72301,2018-04-12 13:41:29
72302,2018-04-12 13:41:31
72303,2018-04-12 13:41:31
72304,2018-04-12 13:41:38
72305,2018-04-12 13:41:38
72306,2018-04-12 13:41:38
72307,2018-04-12 13:41:38
72308,2018-04-12 13:41:43
72309,2018-04-12 13:41:46
72310,2018-04-12 13:41:46
72311,2018-04-12 13:41:48
72312,2018-04-12 13:41:49
72313,2018-04-12 13:41:51
72314,2018-04-12 13:41:52
72315,2018-04-12 13:41:52
72316,2018-04-12 13:41:57
72317,2018-04-12 13:42:00
72318,2018-04-12 13:42:01
72319,2018-04-12 13:42:07
72320,2018-04-12 13:42:11
72321,2018-04-12 13:42:11
72322,2018-04-12 13:42:12
72323,2018-04-12 13:42:13
72324,2018-04-12 13:42:17
72325,2018-04-12 13:42:20
72326,2018-04-12 13:42:21
72327,2018-04-12 13:42:24
72328,2018-04-12 13:42:29
72329,2018-04-12 13:42:30
72330,2018-04-12 13:42:34
72331,2018-04-12 13:42:34
72332,2018-04-12 13:42:35
72333,2018-04-12 13:42:40
72334,2018-04-12 13:42:40
72335,2018-04-12 13:42:41
72336,2018-04-12 13:42:43
72337,2018-04-12 13:42:44
72338,2018-04-12 13:42:44
72339,2018-04-12 13:42:49
72340,2018-04-12 13:42:51
72341,2018-04-12 13:42:53
72342,2018-04-12 13:42:55
72343,2018-04-12 13:42:57
72344,2018-04-12 13:43:02
72345,2018-04-12 13:43:09
72346,2018-04-12 13:43:10
72347,2018-04-12 13:43:06
72348,2018-04-12 13:43:11
72349,2018-04-12 13:43:03
72350,2018-04-12 13:43:14
72351,2018-04-12 13:43:19
72352,2018-04-12 13:43:21
72353,2018-04-12 13:43:21
72354,2018-04-12 13:43:22
72355,2018-04-12 13:43:22
72356,2018-04-12 13:43:22
72357,2018-04-12 13:43:23
72358,2018-04-12 13:43:24
72359,2018-04-12 13:43:25
72360,2018-04-12 13:43:30
72361,2018-04-12 13:43:37
72362,2018-04-12 13:43:41
72363,2018-04-12 13:43:45
72364,2018-04-12 13:43:46
72365,2018-04-12 13:43:47
72366,2018-04-12 13:43:49
72367,2018-04-12 13:43:53
72368,2018-04-12 13:43:53
72369,2018-04-12 13:43:54
72370,2018-04-12 13:43:54
72371,2018-04-12 13:43:54
72372,2018-04-12 13:43:55
72373,2018-04-12 13:43:57
72374,2018-04-12 13:43:58
72375,2018-04-12 13:44:03
72376,2018-04-12 13:44:03
72377,2018-04-12 13:44:04
72378,2018-04-12 13:44:09
72379,2018-04-12 13:44:09
72380,2018-04-12 13:44:12
72381,2018-04-12 13:44:12
72382,2018-04-12 13:44:21
72383,2018-04-12 13:44:22
72384,2018-04-12 13:44:24
72385,2018-04-12 13:44:24
72386,2018-04-12 13:44:25
72387,2018-04-12 13:44:26
72388,2018-04-12 13:44:27
72389,2018-04-12 13:44:29
72390,2018-04-12 13:44:31
72391,2018-04-12 13:44:32
72392,2018-04-12 13:44:33
72393,2018-04-12 13:44:34
72394,2018-04-12 13:44:34
72395,2018-04-12 13:44:34
72396,2018-04-12 13:44:34
72397,2018-04-12 13:44:35
72398,2018-04-12 13:44:36
72399,2018-04-12 13:44:36
72400,2018-04-12 13:44:37
72401,2018-04-12 13:44:38
72402,2018-04-12 13:44:37
72403,2018-04-12 13:44:39
72404,2018-04-12 13:44:40
72405,2018-04-12 13:44:41
72406,2018-04-12 13:44:41
72407,2018-04-12 13:44:41
72408,2018-04-12 13:44:45
72409,2018-04-12 13:44:48
72410,2018-04-12 13:44:50
72411,2018-04-12 13:44:51
72412,2018-04-12 13:44:53
72413,2018-04-12 13:44:54
72414,2018-04-12 13:44:57
72415,2018-04-12 13:44:57
72416,2018-04-12 13:45:04
72417,2018-04-12 13:45:05
72418,2018-04-12 13:45:05
72419,2018-04-12 13:45:07
72420,2018-04-12 13:45:06
72421,2018-04-12 13:45:07
72422,2018-04-12 13:45:08
72423,2018-04-12 13:45:08
72424,2018-04-12 13:45:09
72425,2018-04-12 13:45:12
72426,2018-04-12 13:45:13
72427,2018-04-12 13:45:14
72428,2018-04-12 13:45:14
72429,2018-04-12 13:45:15
72430,2018-04-12 13:45:15
72431,2018-04-12 13:45:17
72432,2018-04-12 13:45:18
72433,2018-04-12 13:45:19
72434,2018-04-12 13:45:20
72435,2018-04-12 13:45:20
72436,2018-04-12 13:45:20
72437,2018-04-12 13:45:21
72438,2018-04-12 13:45:22
72439,2018-04-12 13:45:22
72440,2018-04-12 13:45:22
72441,2018-04-12 13:45:24
72442,2018-04-12 13:45:28
72443,2018-04-12 13:45:30
72444,2018-04-12 13:45:37
72445,2018-04-12 13:45:37
72446,2018-04-12 13:45:37
72447,2018-04-12 13:45:38
72448,2018-04-12 13:45:42
72449,2018-04-12 13:45:45
72450,2018-04-12 13:45:49
72451,2018-04-12 13:45:50
72452,2018-04-12 13:45:51
72453,2018-04-12 13:45:52
72454,2018-04-12 13:45:54
72455,2018-04-12 13:45:55
72456,2018-04-12 13:45:59
72457,2018-04-12 13:45:59
72458,2018-04-12 13:45:59
72459,2018-04-12 13:45:59
72460,2018-04-12 13:46:00
72461,2018-04-12 13:46:01
72462,2018-04-12 13:46:02
72463,2018-04-12 13:46:03
72464,2018-04-12 13:46:04
72465,2018-04-12 13:46:05
72466,2018-04-12 13:46:04
72467,2018-04-12 13:46:06
72468,2018-04-12 13:46:07
72469,2018-04-12 13:46:10
72470,2018-04-12 13:46:12
72471,2018-04-12 13:46:12
72472,2018-04-12 13:46:14
72473,2018-04-12 13:46:17
72474,2018-04-12 13:46:21
72475,2018-04-12 13:46:22
72476,2018-04-12 13:46:24
72477,2018-04-12 13:46:24
72478,2018-04-12 13:46:29
72479,2018-04-12 13:46:30
72480,2018-04-12 13:46:32
72481,2018-04-12 13:46:35
72482,2018-04-12 13:46:35
72483,2018-04-12 13:46:36
72484,2018-04-12 13:46:36
72485,2018-04-12 13:46:36
72486,2018-04-12 13:46:41
72487,2018-04-12 13:46:41
72488,2018-04-12 13:46:43
72489,2018-04-12 13:46:53
72490,2018-04-12 13:46:54
72491,2018-04-12 13:46:56
72492,2018-04-12 13:46:59
72493,2018-04-12 13:47:00
72494,2018-04-12 13:47:00
72495,2018-04-12 13:47:03
72496,2018-04-12 13:47:06
72497,2018-04-12 13:47:08
72498,2018-04-12 13:47:11
72499,2018-04-12 13:47:11
72500,2018-04-12 13:47:12
72501,2018-04-12 13:47:12
72502,2018-04-12 13:47:14
72503,2018-04-12 13:47:23
72504,2018-04-12 13:47:26
72505,2018-04-12 13:47:29
72506,2018-04-12 13:47:32
72507,2018-04-12 13:47:34
72508,2018-04-12 13:47:34
72509,2018-04-12 13:47:34
72510,2018-04-12 13:47:36
72511,2018-04-12 13:47:39
72512,2018-04-12 13:47:46
72513,2018-04-12 13:47:49
72514,2018-04-12 13:47:50
72515,2018-04-12 13:47:52
72516,2018-04-12 13:47:54
72517,2018-04-12 13:47:57
72518,2018-04-12 13:47:58
72519,2018-04-12 13:47:59
72520,2018-04-12 13:47:59
72521,2018-04-12 13:48:02
72522,2018-04-12 13:48:02
72523,2018-04-12 13:48:05
72524,2018-04-12 13:48:01
72525,2018-04-12 13:48:08
72526,2018-04-12 13:48:09
72527,2018-04-12 13:48:10
72528,2018-04-12 13:48:10
72529,2018-04-12 13:48:10
72530,2018-04-12 13:48:13
72531,2018-04-12 13:48:15
72532,2018-04-12 13:48:15
72533,2018-04-12 13:48:17
72534,2018-04-12 13:48:18
72535,2018-04-12 13:48:18
72536,2018-04-12 13:48:21
72537,2018-04-12 13:48:23
72538,2018-04-12 13:48:24
72539,2018-04-12 13:48:24
72540,2018-04-12 13:48:25
72541,2018-04-12 13:48:25
72542,2018-04-12 13:48:28
72543,2018-04-12 13:48:29
72544,2018-04-12 13:48:30
72545,2018-04-12 13:48:31
72546,2018-04-12 13:48:34
72547,2018-04-12 13:48:38
72548,2018-04-12 13:48:38
72549,2018-04-12 13:48:40
72550,2018-04-12 13:48:42
72551,2018-04-12 13:48:46
72552,2018-04-12 13:48:47
72553,2018-04-12 13:48:47
72554,2018-04-12 13:48:52
72555,2018-04-12 13:48:53
72556,2018-04-12 13:48:54
72557,2018-04-12 13:48:54
72558,2018-04-12 13:48:55
72559,2018-04-12 13:48:56
72560,2018-04-12 13:48:58
72561,2018-04-12 13:48:58
72562,2018-04-12 13:48:59
72563,2018-04-12 13:49:00
72564,2018-04-12 13:49:00
72565,2018-04-12 13:49:00
72566,2018-04-12 13:49:03
72567,2018-04-12 13:49:07
72568,2018-04-12 13:49:07
72569,2018-04-12 13:49:07
72570,2018-04-12 13:49:08
72571,2018-04-12 13:49:08
72572,2018-04-12 13:49:11
72573,2018-04-12 13:49:11
72574,2018-04-12 13:49:11
72575,2018-04-12 13:49:11
72576,2018-04-12 13:49:13
72577,2018-04-12 13:49:14
72578,2018-04-12 13:49:16
72579,2018-04-12 13:49:18
72580,2018-04-12 13:49:18
72581,2018-04-12 13:49:18
72582,2018-04-12 13:49:21
72583,2018-04-12 13:49:22
72584,2018-04-12 13:49:24
72585,2018-04-12 13:49:24
72586,2018-04-12 13:49:26
72587,2018-04-12 13:49:27
72588,2018-04-12 13:49:30
72589,2018-04-12 13:49:36
72590,2018-04-12 13:49:37
72591,2018-04-12 13:49:37
72592,2018-04-12 13:49:37
72593,2018-04-12 13:49:39
72594,2018-04-12 13:49:42
72595,2018-04-12 13:49:44
72596,2018-04-12 13:49:47
72597,2018-04-12 13:49:48
72598,2018-04-12 13:49:50
72599,2018-04-12 13:49:50
72600,2018-04-12 13:49:51
72601,2018-04-12 13:49:53
72602,2018-04-12 13:49:54
72603,2018-04-12 13:49:57
72604,2018-04-12 13:49:58
72605,2018-04-12 13:49:58
72606,2018-04-12 13:50:01
72607,2018-04-12 13:50:01
72608,2018-04-12 13:50:02
72609,2018-04-12 13:50:02
72610,2018-04-12 13:50:06
72611,2018-04-12 13:50:07
72612,2018-04-12 13:50:08
72613,2018-04-12 13:50:09
72614,2018-04-12 13:50:10
72615,2018-04-12 13:50:10
72616,2018-04-12 13:50:11
72617,2018-04-12 13:50:12
72618,2018-04-12 13:50:12
72619,2018-04-12 13:50:13
72620,2018-04-12 13:50:13
72621,2018-04-12 13:50:13
72622,2018-04-12 13:50:13
72623,2018-04-12 13:50:14
72624,2018-04-12 13:50:14
72625,2018-04-12 13:50:15
72626,2018-04-12 13:50:16
72627,2018-04-12 13:50:20
72628,2018-04-12 13:50:21
72629,2018-04-12 13:50:22
72630,2018-04-12 13:50:25
72631,2018-04-12 13:50:26
72632,2018-04-12 13:50:26
72633,2018-04-12 13:50:26
72634,2018-04-12 13:50:28
72635,2018-04-12 13:50:29
72636,2018-04-12 13:50:32
72637,2018-04-12 13:50:33
72638,2018-04-12 13:50:35
72639,2018-04-12 13:50:35
72640,2018-04-12 13:50:36
72641,2018-04-12 13:50:37
72642,2018-04-12 13:50:38
72643,2018-04-12 13:50:38
72644,2018-04-12 13:50:43
72645,2018-04-12 13:50:45
72646,2018-04-12 13:50:45
72647,2018-04-12 13:50:45
72648,2018-04-12 13:50:48
72649,2018-04-12 13:50:49
72650,2018-04-12 13:50:51
72651,2018-04-12 13:50:50
72652,2018-04-12 13:50:52
72653,2018-04-12 13:50:55
72654,2018-04-12 13:50:57
72655,2018-04-12 13:50:58
72656,2018-04-12 13:51:00
72657,2018-04-12 13:51:00
72658,2018-04-12 13:51:01
72659,2018-04-12 13:51:01
72660,2018-04-12 13:51:02
72661,2018-04-12 13:51:03
72662,2018-04-12 13:51:03
72663,2018-04-12 13:51:04
72664,2018-04-12 13:51:04
72665,2018-04-12 13:51:06
72666,2018-04-12 13:51:10
72667,2018-04-12 13:51:11
72668,2018-04-12 13:51:13
72669,2018-04-12 13:51:14
72670,2018-04-12 13:51:15
72671,2018-04-12 13:51:15
72672,2018-04-12 13:51:16
72673,2018-04-12 14:38:22
72674,2018-04-12 14:38:24
72675,2018-04-12 14:38:26
72676,2018-04-12 14:38:26
72677,2018-04-12 14:38:26
72678,2018-04-12 14:38:26
72679,2018-04-12 14:38:27
72680,2018-04-12 14:38:27
72681,2018-04-12 14:38:29
72682,2018-04-12 14:38:30
72683,2018-04-12 14:38:30
72684,2018-04-12 14:38:31
72685,2018-04-12 14:38:34
72686,2018-04-12 14:38:34
72687,2018-04-12 14:38:34
72688,2018-04-12 14:38:35
72689,2018-04-12 14:38:37
72690,2018-04-12 14:38:37
72691,2018-04-12 14:38:44
72692,2018-04-12 14:38:45
72693,2018-04-12 14:38:45
72694,2018-04-12 14:38:48
72695,2018-04-12 14:38:55
72696,2018-04-12 14:39:02
72697,2018-04-12 14:39:04
72698,2018-04-12 14:39:05
72699,2018-04-12 14:39:05
72700,2018-04-12 14:39:06
72701,2018-04-12 14:39:08
72702,2018-04-12 14:39:09
72703,2018-04-12 14:39:10
72704,2018-04-12 14:39:11
72705,2018-04-12 14:39:13
72706,2018-04-12 14:39:17
72707,2018-04-12 14:39:17
72708,2018-04-12 14:39:19
72709,2018-04-12 14:39:23
72710,2018-04-12 14:39:25
72711,2018-04-12 14:39:25
72712,2018-04-12 14:39:28
72713,2018-04-12 14:39:28
72714,2018-04-12 14:39:29
72715,2018-04-12 14:39:36
72716,2018-04-12 14:39:40
72717,2018-04-12 14:39:46
72718,2018-04-12 14:39:46
72719,2018-04-12 14:39:46
72720,2018-04-12 14:39:47
72721,2018-04-12 14:39:49
72722,2018-04-12 14:39:50
72723,2018-04-12 14:39:53
72724,2018-04-12 14:39:58
72725,2018-04-12 14:40:01
72726,2018-04-12 14:40:04
72727,2018-04-12 14:40:04
72728,2018-04-12 14:40:04
72729,2018-04-12 14:40:06
72730,2018-04-12 14:40:07
72731,2018-04-12 14:40:08
72732,2018-04-12 14:40:09
72733,2018-04-12 14:40:10
72734,2018-04-12 14:40:06
72735,2018-04-12 14:40:16
72736,2018-04-12 14:40:17
72737,2018-04-12 14:40:18
72738,2018-04-12 14:40:18
72739,2018-04-12 14:40:19
72740,2018-04-12 14:40:24
72741,2018-04-12 14:40:28
72742,2018-04-12 14:40:30
72743,2018-04-12 14:40:31
72744,2018-04-12 14:40:32
72745,2018-04-12 14:40:32
72746,2018-04-12 14:40:35
72747,2018-04-12 14:40:36
72748,2018-04-12 14:40:36
72749,2018-04-12 14:40:39
72750,2018-04-12 14:40:40
72751,2018-04-12 14:40:44
72752,2018-04-12 14:40:45
72753,2018-04-12 14:40:45
72754,2018-04-12 14:40:47
72755,2018-04-12 14:40:47
72756,2018-04-12 14:40:47
72757,2018-04-12 14:40:48
72758,2018-04-12 14:40:48
72759,2018-04-12 14:40:51
72760,2018-04-12 14:40:51
72761,2018-04-12 14:40:51
72762,2018-04-12 14:40:53
72763,2018-04-12 14:40:53
72764,2018-04-12 14:40:57
72765,2018-04-12 14:40:57
72766,2018-04-12 14:40:58
72767,2018-04-12 14:40:57
72768,2018-04-12 14:40:59
72769,2018-04-12 14:41:00
72770,2018-04-12 14:41:00
72771,2018-04-12 14:41:01
72772,2018-04-12 14:41:02
72773,2018-04-12 14:41:06
72774,2018-04-12 14:41:08
72775,2018-04-12 14:41:03
72776,2018-04-12 14:41:08
72777,2018-04-12 14:41:09
72778,2018-04-12 14:41:12
72779,2018-04-12 14:41:12
72780,2018-04-12 14:41:13
72781,2018-04-12 14:41:14
72782,2018-04-12 14:41:16
72783,2018-04-12 14:41:16
72784,2018-04-12 14:41:17
72785,2018-04-12 14:41:18
72786,2018-04-12 14:41:20
72787,2018-04-12 14:41:19
72788,2018-04-12 14:41:25
72789,2018-04-12 14:41:26
72790,2018-04-12 14:41:27
72791,2018-04-12 14:41:28
72792,2018-04-12 14:41:33
72793,2018-04-12 14:41:33
72794,2018-04-12 14:41:34
72795,2018-04-12 14:41:34
72796,2018-04-12 14:41:35
72797,2018-04-12 14:41:36
72798,2018-04-12 14:41:36
72799,2018-04-12 14:41:37
72800,2018-04-12 14:41:37
72801,2018-04-12 14:41:37
72802,2018-04-12 14:41:39
72803,2018-04-12 14:41:40
72804,2018-04-12 14:41:40
72805,2018-04-12 14:41:41
72806,2018-04-12 14:41:41
72807,2018-04-12 14:41:41
72808,2018-04-12 14:41:44
72809,2018-04-12 14:41:48
72810,2018-04-12 14:41:49
72811,2018-04-12 14:41:50
72812,2018-04-12 14:41:51
72813,2018-04-12 14:41:53
72814,2018-04-12 14:41:53
72815,2018-04-12 14:41:53
72816,2018-04-12 14:41:54
72817,2018-04-12 14:41:54
72818,2018-04-12 14:41:57
72819,2018-04-12 14:41:59
72820,2018-04-12 14:42:00
72821,2018-04-12 14:42:03
72822,2018-04-12 14:42:06
72823,2018-04-12 14:42:08
72824,2018-04-12 14:42:10
72825,2018-04-12 14:42:12
72826,2018-04-12 14:42:09
72827,2018-04-12 14:42:16
72828,2018-04-12 14:42:18
72829,2018-04-12 14:42:18
72830,2018-04-12 14:42:23
72831,2018-04-12 14:42:25
72832,2018-04-12 14:42:31
72833,2018-04-12 14:42:34
72834,2018-04-12 14:42:35
72835,2018-04-12 14:42:37
72836,2018-04-12 14:42:37
72837,2018-04-12 14:42:42
72838,2018-04-12 14:42:43
72839,2018-04-12 14:42:43
72840,2018-04-12 14:42:44
72841,2018-04-12 14:42:45
72842,2018-04-12 14:42:45
72843,2018-04-12 14:42:47
72844,2018-04-12 14:42:47
72845,2018-04-12 14:42:48
72846,2018-04-12 14:42:49
72847,2018-04-12 14:42:50
72848,2018-04-12 14:42:51
72849,2018-04-12 14:42:52
72850,2018-04-12 14:42:55
72851,2018-04-12 14:43:00
72852,2018-04-12 14:43:03
72853,2018-04-12 14:43:05
72854,2018-04-12 14:43:06
72855,2018-04-12 14:43:07
72856,2018-04-12 14:43:10
72857,2018-04-12 14:43:11
72858,2018-04-12 14:43:11
72859,2018-04-12 14:43:11
72860,2018-04-12 14:43:14
72861,2018-04-12 14:43:15
72862,2018-04-12 14:43:19
72863,2018-04-12 14:43:20
72864,2018-04-12 14:43:20
72865,2018-04-12 14:43:23
72866,2018-04-12 14:43:23
72867,2018-04-12 14:43:25
72868,2018-04-12 14:43:27
72869,2018-04-12 14:43:30
72870,2018-04-12 14:43:31
72871,2018-04-12 14:43:36
72872,2018-04-12 14:43:43
72873,2018-04-12 14:43:44
72874,2018-04-12 14:43:45
72875,2018-04-12 14:43:48
72876,2018-04-12 14:43:48
72877,2018-04-12 14:43:50
72878,2018-04-12 14:43:52
72879,2018-04-12 14:43:53
72880,2018-04-12 14:43:53
72881,2018-04-12 14:43:56
72882,2018-04-12 14:43:58
72883,2018-04-12 14:44:00
72884,2018-04-12 14:44:02
72885,2018-04-12 14:44:02
72886,2018-04-12 14:44:02
72887,2018-04-12 14:44:03
72888,2018-04-12 14:44:05
72889,2018-04-12 14:44:05
72890,2018-04-12 14:44:10
72891,2018-04-12 14:44:11
72892,2018-04-12 14:44:11
72893,2018-04-12 14:44:12
72894,2018-04-12 14:44:13
72895,2018-04-12 14:44:14
72896,2018-04-12 14:44:17
72897,2018-04-12 14:44:19
72898,2018-04-12 14:44:21
72899,2018-04-12 14:44:24
72900,2018-04-12 14:44:28
72901,2018-04-12 14:44:28
72902,2018-04-12 14:44:33
72903,2018-04-12 14:44:35
72904,2018-04-12 14:44:37
72905,2018-04-12 14:44:37
72906,2018-04-12 14:44:38
72907,2018-04-12 14:44:39
72908,2018-04-12 14:44:40
72909,2018-04-12 14:44:40
72910,2018-04-12 14:44:40
72911,2018-04-12 14:44:42
72912,2018-04-12 14:44:42
72913,2018-04-12 14:44:44
72914,2018-04-12 14:44:46
72915,2018-04-12 14:44:49
72916,2018-04-12 14:44:49
72917,2018-04-12 14:44:53
72918,2018-04-12 14:44:53
72919,2018-04-12 14:44:54
72920,2018-04-12 14:44:57
72921,2018-04-12 14:44:59
72922,2018-04-12 14:45:01
72923,2018-04-12 14:45:06
72924,2018-04-12 14:45:09
72925,2018-04-12 14:45:09
72926,2018-04-12 14:45:10
72927,2018-04-12 14:45:11
72928,2018-04-12 14:45:11
72929,2018-04-12 14:45:13
72930,2018-04-12 14:45:17
72931,2018-04-12 14:45:17
72932,2018-04-12 14:45:18
72933,2018-04-12 14:45:20
72934,2018-04-12 14:45:21
72935,2018-04-12 14:45:22
72936,2018-04-12 14:45:29
72937,2018-04-12 14:45:35
72938,2018-04-12 14:45:36
72939,2018-04-12 14:45:38
72940,2018-04-12 14:45:41
72941,2018-04-12 14:45:41
72942,2018-04-12 14:45:41
72943,2018-04-12 14:45:41
72944,2018-04-12 14:45:43
72945,2018-04-12 14:45:45
72946,2018-04-12 14:45:45
72947,2018-04-12 14:45:46
72948,2018-04-12 14:45:51
72949,2018-04-12 14:45:54
72950,2018-04-12 14:45:55
72951,2018-04-12 14:45:56
72952,2018-04-12 14:45:58
72953,2018-04-12 14:46:01
72954,2018-04-12 14:46:02
72955,2018-04-12 14:46:03
72956,2018-04-12 14:46:02
72957,2018-04-12 14:46:04
72958,2018-04-12 14:46:04
72959,2018-04-12 14:46:06
72960,2018-04-12 14:46:06
72961,2018-04-12 14:46:07
72962,2018-04-12 14:46:08
72963,2018-04-12 14:46:10
72964,2018-04-12 14:46:11
72965,2018-04-12 14:46:13
72966,2018-04-12 14:46:16
72967,2018-04-12 14:46:21
72968,2018-04-12 14:46:23
72969,2018-04-12 14:46:25
72970,2018-04-12 14:46:25
72971,2018-04-12 14:46:26
72972,2018-04-12 14:46:29
72973,2018-04-12 14:46:32
72974,2018-04-12 14:46:33
72975,2018-04-12 14:46:36
72976,2018-04-12 14:46:41
72977,2018-04-12 14:46:44
72978,2018-04-12 14:46:45
72979,2018-04-12 14:46:48
72980,2018-04-12 14:46:48
72981,2018-04-12 14:46:49
72982,2018-04-12 14:46:49
72983,2018-04-12 14:46:50
72984,2018-04-12 14:46:54
72985,2018-04-12 14:46:54
72986,2018-04-12 14:46:55
72987,2018-04-12 14:46:56
72988,2018-04-12 14:46:56
72989,2018-04-12 14:46:59
72990,2018-04-12 14:46:59
72991,2018-04-12 14:47:01
72992,2018-04-12 14:47:02
72993,2018-04-12 14:47:03
72994,2018-04-12 14:47:06
72995,2018-04-12 14:47:06
72996,2018-04-12 14:47:08
72997,2018-04-12 14:47:13
72998,2018-04-12 14:47:13
72999,2018-04-12 14:47:14
73000,2018-04-12 14:47:15
73001,2018-04-12 14:47:16
73002,2018-04-12 14:47:17
73003,2018-04-12 14:47:20
73004,2018-04-12 14:47:28
73005,2018-04-12 14:47:30
73006,2018-04-12 14:47:33
73007,2018-04-12 14:47:33
73008,2018-04-12 14:47:34
73009,2018-04-12 14:47:40
73010,2018-04-12 14:47:41
73011,2018-04-12 14:47:41
73012,2018-04-12 14:47:43
73013,2018-04-12 14:47:46
73014,2018-04-12 14:47:46
73015,2018-04-12 14:47:49
73016,2018-04-12 14:47:54
73017,2018-04-12 14:47:55
73018,2018-04-12 14:47:55
73019,2018-04-12 14:47:56
73020,2018-04-12 14:47:55
73021,2018-04-12 14:47:59
73022,2018-04-12 14:47:59
73023,2018-04-12 14:48:00
73024,2018-04-12 14:48:01
73025,2018-04-12 14:48:01
73026,2018-04-12 14:48:02
73027,2018-04-12 14:48:02
73028,2018-04-12 14:48:05
73029,2018-04-12 14:48:06
73030,2018-04-12 14:48:04
73031,2018-04-12 14:48:12
73032,2018-04-12 14:48:12
73033,2018-04-12 14:48:12
73034,2018-04-12 14:48:13
73035,2018-04-12 14:48:15
73036,2018-04-12 14:48:15
73037,2018-04-12 14:48:22
73038,2018-04-12 14:48:23
73039,2018-04-12 14:48:25
73040,2018-04-12 14:48:25
73041,2018-04-12 14:48:28
73042,2018-04-12 14:48:30
73043,2018-04-12 14:48:32
73044,2018-04-12 14:48:32
73045,2018-04-12 14:48:35
73046,2018-04-12 14:48:36
73047,2018-04-12 14:48:37
73048,2018-04-12 14:48:38
73049,2018-04-12 14:48:39
73050,2018-04-12 14:48:41
73051,2018-04-12 14:48:42
73052,2018-04-12 14:48:42
73053,2018-04-12 14:48:43
73054,2018-04-12 14:48:46
73055,2018-04-12 14:48:47
73056,2018-04-12 14:48:47
73057,2018-04-12 14:48:49
73058,2018-04-12 14:48:53
73059,2018-04-12 14:48:53
73060,2018-04-12 14:48:54
73061,2018-04-12 14:48:55
73062,2018-04-12 14:49:00
73063,2018-04-12 14:49:03
73064,2018-04-12 14:49:03
73065,2018-04-12 14:49:04
73066,2018-04-12 14:49:04
73067,2018-04-12 14:49:06
73068,2018-04-12 14:49:04
73069,2018-04-12 14:49:11
73070,2018-04-12 14:49:09
73071,2018-04-12 14:49:13
73072,2018-04-12 14:49:18
73073,2018-04-12 14:49:19
73074,2018-04-12 14:49:20
73075,2018-04-12 14:49:20
73076,2018-04-12 14:49:21
73077,2018-04-12 14:49:22
73078,2018-04-12 14:49:23
73079,2018-04-12 14:49:28
73080,2018-04-12 14:49:28
73081,2018-04-12 14:49:30
73082,2018-04-12 14:49:32
73083,2018-04-12 14:49:36
73084,2018-04-12 14:49:36
73085,2018-04-12 14:49:36
73086,2018-04-12 14:49:37
73087,2018-04-12 14:49:39
73088,2018-04-12 14:49:39
73089,2018-04-12 14:49:43
73090,2018-04-12 14:49:44
73091,2018-04-12 14:49:44
73092,2018-04-12 14:49:45
73093,2018-04-12 14:49:46
73094,2018-04-12 14:49:47
73095,2018-04-12 14:49:50
73096,2018-04-12 14:49:53
73097,2018-04-12 14:49:55
73098,2018-04-12 14:49:55
